,index,order_id,quantity,item_name,choice_description,item_price
2507,2538,1007,1,Canned Soda,[Diet Dr. Pepper],1.09
2508,2539,1007,1,Side of Chips,Default,1.69
2509,2540,1008,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75
2510,2541,1008,1,Chips,Default,2.15
2511,2542,1008,1,Canned Soft Drink,[Sprite],1.25
2512,2543,1009,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",8.49
2513,2544,1009,1,Canned Soda,[Diet Coke],1.09
2514,2545,1009,1,Bottled Water,Default,1.09
2515,2546,1009,1,Side of Chips,Default,1.69
2516,2547,1010,1,Carnitas Bowl,"[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Cheese, Guacamole]]",11.48
2517,2548,1010,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Cheese, Lettuce]]",8.49
2518,2549,1010,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]",8.49
2519,2550,1010,2,Chips and Tomatillo Red Chili Salsa,Default,4.78
2520,2551,1011,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Lettuce, Sour Cream, Cheese, Rice]]",9.25
2521,2552,1011,1,Canned Soft Drink,[Coke],1.25
2522,2555,1012,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2523,2556,1012,1,Chicken Crispy Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
2524,2557,1013,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2525,2558,1013,1,Chips and Guacamole,Default,4.45
2526,2559,1013,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2527,2561,1014,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",8.99
2528,2562,1014,1,Canned Soda,[Coca Cola],1.09
2529,2563,1015,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Cheese, Guacamole, Lettuce]]",11.25
2530,2564,1015,1,Chips,Default,2.15
2531,2565,1016,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",11.25
2532,2566,1016,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25
2533,2567,1016,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2534,2568,1017,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
2535,2569,1017,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]",11.25
2536,2570,1018,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream]]",9.25
2537,2571,1018,1,Chips and Fresh Tomato Salsa,Default,2.95
2538,2572,1019,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2539,2573,1019,1,Chips and Guacamole,Default,4.45
2540,2574,1020,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
2541,2575,1020,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
2542,2577,1021,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",11.25
2543,2578,1021,1,Bottled Water,Default,1.5
2544,2579,1022,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Guacamole]]",10.98
2545,2580,1023,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",33.96
2546,2581,1024,2,Carnitas Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",18.5
2547,2582,1025,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",10.98
2548,2583,1025,1,Chips and Guacamole,Default,3.99
2549,2584,1025,1,Canned Soda,[Mountain Dew],1.09
2550,2585,1026,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
2551,2586,1026,1,Carnitas Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
2552,2587,1026,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
2553,2588,1026,1,Chips and Guacamole,Default,4.45
2554,2589,1027,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",70.0
2555,2590,1028,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
2556,2591,1028,1,Chips and Guacamole,Default,4.45
2557,2592,1029,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
2558,2593,1029,1,Canned Soft Drink,[Diet Coke],1.25
2559,2594,1029,1,Chips and Guacamole,Default,4.45
2560,2595,1030,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",9.25
2561,2596,1030,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
2562,2597,1030,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, Fajita Vegetables]",8.75
2563,2598,1031,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",35.0
2564,2599,1031,1,Chips and Guacamole,Default,4.45
2565,2600,1032,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",9.39
2566,2601,1032,1,Canned Soft Drink,[Diet Coke],1.25
2567,2602,1032,1,Chips and Roasted Chili Corn Salsa,Default,2.95
2568,2603,1033,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]",11.25
2569,2604,1033,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",8.75
2570,2605,1033,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce]]",8.75
2571,2606,1034,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese]]",11.25
2572,2607,1034,1,Chips,Default,2.15
2573,2608,1035,2,Chips and Guacamole,Default,8.9
2574,2609,1035,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2575,2610,1035,1,Carnitas Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.89
2576,2611,1036,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
2577,2612,1037,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25
2578,2613,1037,1,Chips and Guacamole,Default,4.45
2579,2614,1038,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.25
2580,2615,1038,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.25
2581,2616,1039,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Lettuce]]",8.49
2582,2617,1039,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Fajita Veggies, Guacamole]]",10.98
2583,2618,1040,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Lettuce]]",8.49
2584,2619,1040,1,Izze,[Clementine],3.39
2585,2620,1041,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25
2586,2621,1041,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, Rice]",8.75
2587,2622,1041,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
2588,2623,1042,2,Bottled Water,Default,3.0
2589,2624,1042,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Sour Cream, Cheese, Lettuce]]",9.39
2590,2625,1043,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]",11.75
2591,2626,1043,1,Chips and Fresh Tomato Salsa,Default,2.95
2592,2627,1044,1,Bottled Water,Default,1.5
2593,2628,1044,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25
2594,2629,1044,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
2595,2630,1045,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
2596,2631,1045,1,Chips,Default,2.15
2597,2632,1045,1,Bottled Water,Default,1.5
2598,2633,1046,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Lettuce]]",8.49
2599,2634,1046,1,Izze,[Clementine],3.39
2600,2635,1047,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.75
2601,2636,1047,1,Canned Soft Drink,[Diet Coke],1.25
2602,2637,1048,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",70.0
2603,2638,1049,1,Veggie Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]",11.25
2604,2639,1049,1,Canned Soft Drink,[Nestea],1.25
2605,2640,1050,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75
2606,2641,1050,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
2607,2642,1050,1,Canned Soft Drink,[Lemonade],1.25
2608,2643,1051,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",11.25
2609,2644,1051,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
2610,2645,1051,3,Chips and Guacamole,Default,13.35
2611,2646,1051,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2612,2647,1051,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2613,2648,1052,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.25
2614,2649,1052,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
2615,2650,1052,1,Chips and Guacamole,Default,4.45
2616,2651,1052,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole]]",11.25
2617,2652,1053,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
2618,2653,1053,1,Nantucket Nectar,[Pineapple Orange Banana],3.39
2619,2654,1054,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
2620,2655,1054,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
2621,2656,1055,2,Chips and Tomatillo Green Chili Salsa,Default,4.78
2622,2657,1055,1,Chips and Fresh Tomato Salsa,Default,2.39
2623,2658,1055,1,Chips and Guacamole,Default,3.99
2624,2659,1056,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
2625,2660,1056,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
2626,2661,1057,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
2627,2663,1057,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
2628,2664,1058,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2629,2665,1058,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
2630,2666,1058,1,Chips and Guacamole,Default,4.45
2631,2667,1059,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25
2632,2668,1059,1,Chicken Crispy Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",8.75
2633,2669,1059,1,Chips and Guacamole,Default,4.45
2634,2670,1060,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Fajita Veggies, Lettuce]]",8.49
2635,2671,1060,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
2636,2672,1061,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Sour Cream, Guacamole]]",10.98
2637,2673,1062,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
2638,2674,1062,1,Chips and Guacamole,Default,3.99
2639,2675,1063,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",11.75
2640,2676,1063,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",8.75
2641,2677,1064,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.75
2642,2678,1064,1,Chips and Guacamole,Default,4.45
2643,2679,1064,1,Bottled Water,Default,1.5
2644,2680,1064,1,Canned Soft Drink,[Sprite],1.25
2645,2681,1065,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Lettuce]]",8.49
2646,2682,1065,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
2647,2683,1066,1,Veggie Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]",8.75
2648,2684,1066,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
2649,2685,1067,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",8.75
2650,2686,1067,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
2651,2687,1068,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75
2652,2688,1068,1,Chips and Fresh Tomato Salsa,Default,2.95
2653,2689,1068,1,Canned Soft Drink,[Diet Coke],1.25
2654,2690,1069,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",11.25
2655,2691,1069,1,Bottled Water,Default,1.5
2656,2692,1070,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole, Rice]]",11.25
2657,2693,1070,1,Chips and Guacamole,Default,4.45
2658,2694,1070,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",9.25
2659,2695,1070,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese]]",8.75
2660,2696,1071,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
2661,2697,1071,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
2662,2698,1071,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
2663,2699,1071,1,Chips and Guacamole,Default,4.45
2664,2700,1071,1,Bottled Water,Default,1.5
2665,2701,1072,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",8.75
2666,2702,1072,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",8.75
2667,2703,1073,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
2668,2704,1073,1,Side of Chips,Default,1.69
2669,2705,1074,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75
2670,2706,1074,1,Chips,Default,2.15
2671,2707,1074,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25
2672,2709,1075,1,Bottled Water,Default,1.5
2673,2710,1075,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25
2674,2711,1076,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75
2675,2712,1076,1,Chips,Default,2.15
2676,2713,1076,1,6 Pack Soft Drink,[Coke],6.49
2677,2714,1077,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Cheese, Black Beans, Lettuce]]",9.25
2678,2715,1077,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",9.25
2679,2716,1078,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
2680,2718,1079,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75
2681,2719,1079,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75
2682,2720,1080,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2683,2721,1080,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2684,2722,1081,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
2685,2723,1081,1,Chips,Default,2.15
2686,2724,1081,1,Canned Soft Drink,[Nestea],1.25
2687,2725,1082,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2688,2726,1082,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25
2689,2727,1082,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]",11.25
2690,2728,1083,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",8.75
2691,2729,1083,2,Chips and Fresh Tomato Salsa,Default,5.9
2692,2730,1084,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
2693,2731,1084,1,Chips and Guacamole,Default,4.45
2694,2732,1085,1,Steak Soft Tacos,"[Fresh Tomato Salsa, Sour Cream]",9.25
2695,2733,1085,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
2696,2734,1085,1,Chips and Guacamole,Default,4.45
2697,2735,1086,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25
2698,2736,1086,1,Chips and Guacamole,Default,4.45
2699,2737,1087,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
2700,2738,1087,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
2701,2739,1087,1,Chips,Default,2.15
2702,2740,1088,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]",11.89
2703,2741,1088,1,Chicken Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole]]",11.25
2704,2742,1089,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
2705,2743,1089,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
2706,2744,1089,1,Bottled Water,Default,1.5
2707,2745,1090,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]",8.75
2708,2746,1090,2,Chips,Default,4.3
2709,2747,1091,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75
2710,2748,1091,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25
2711,2749,1091,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
2712,2750,1092,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75
2713,2751,1092,1,Chips,Default,2.15
2714,2752,1092,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.25
2715,2753,1093,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.99
2716,2754,1093,1,Bottled Water,Default,1.09
2717,2755,1094,1,Veggie Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
2718,2756,1094,1,Veggie Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
2719,2757,1095,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
2720,2758,1095,1,Izze,[Blackberry],3.39
2721,2759,1095,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese]]",8.99
2722,2760,1096,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
2723,2761,1096,1,Chips and Guacamole,Default,3.99
2724,2762,1097,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
2725,2763,1097,1,Chips,Default,2.15
2726,2764,1097,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",8.75
2727,2765,1097,1,Chips and Guacamole,Default,4.45
2728,2766,1097,2,Canned Soft Drink,[Diet Coke],15.0
2729,2767,1098,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Guacamole]]",11.48
2730,2768,1098,1,Canned Soda,[Sprite],1.09
2731,2769,1099,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
2732,2770,1099,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
2733,2771,1100,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",67.92
2734,2772,1101,1,Chips and Guacamole,Default,3.99
2735,2773,1101,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
2736,2774,1101,1,Canned Soda,[Sprite],1.09
2737,2775,1102,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",8.75
2738,2776,1102,1,Chips and Fresh Tomato Salsa,Default,2.95
2739,2777,1102,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans]]",8.75
2740,2778,1103,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",8.75
2741,2779,1103,1,Chips and Fresh Tomato Salsa,Default,2.95
2742,2780,1103,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25
2743,2781,1104,1,Chicken Bowl,"[Fresh Tomato Salsa, [Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice]]",11.25
2744,2782,1104,1,Chips,Default,2.15
2745,2783,1105,1,Steak Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]",9.25
2746,2784,1105,1,Chips and Guacamole,Default,4.45
2747,2785,1106,1,Chips and Guacamole,Default,4.45
2748,2786,1106,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25
2749,2787,1106,1,Barbacoa Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.75
2750,2788,1107,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75
2751,2789,1107,1,Chips,Default,2.15
2752,2790,1108,1,Carnitas Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
2753,2791,1108,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
